Aku menyerah.	Nyak nyeghah.
Saya menyerah.	Nyak nyeghah.
Aku memukul Tom.	Nyak ngegegol Tom.
Aku tertawa.	Nyak telalang.
Saya tertawa.	Nyak telalang.
Aku serius!	Nyak seghiyus!
Aku serius.	Nyak seghiyus.
Aku janji.	Nyak janji.
Aku terpeleset.	Nyak tepeleset.
Aku laki-laki.	Nyak ghagah.
Aku buta.	Nyak muta.
Saya bosan.	Nyak leju.
Aku bosan.	Nyak leju.
Aku bersih.	Nyak kecah.
Aku mabuk.	Nyak kemunuh.
Aku yang pertama.	Nyak sai peghtama.
Saya senang.	Nyak senang.
Aku telanjang.	Nyak bittung.
Saya minta maaf.	Nyak kilu maap.
Aku lelah.	Nyak palai.
Apakah dia Tom?	Api ia Tom?
Sekarang pukul 8.30.	Ganta 8.30.
Dingin.	Ngison.
Ini adalah makanan.	Sinji iyulah kanikan.
Tidak apa-apa.	Mak api-api.
Mari kita coba!	Haya gham cuba!
Mari kita coba.	Haya gham cuba.
Meminggirlah.	Minggigh pai.
Minggir!	Minggigh!
Tentu saja!	Tantu gawoh!
Tentu saja.	Tantu gawoh.
Tembak!	Timbak!
Harap tenang!	Haghop tenong!
Lihat di atas	Lihat mit lambung.
Lihat di bawah ini.	Lihat mit bah sinji.
Serius?	Seghiyus?
Beneran?	Seghiyus?
Dia berjalan kaki.	Ia lapah.
Dia berjalan.	Ia lapah.
Tinggallah di rumah!	Tepiklah mit lamban!
Berhenti di sini.	Beghadu dija.
Hentikan itu!	Beghaduko heno!
Hentikan itu.	Beghaduko heno.
Ambil keduanya.	Akuk kewani.
Terima kasih.	Teghima kasih.
Itulah saya.	Henolah nyak.
Terus kenapa?	Teghus ngapi?
Mereka berbohong.	Tiyan bebuhung.
Tom menangis.	Tom miwang.
Tom merajut.	Tom ngesighok
Tom muntah.	Tom mutah.
Tom membaca.	Tom ngebaca.
Coba lagi.	Cuba lagi.
Belok kiri.	Simpang kighi.
Awas!	Awas!
Kerja yang bagus!	Keghja sai helau!
Kerja bagus!	Keghja helau!
Ada apa?	Wat api?
Dia siapa?	Ia sapa?
Siapa dia?	Sapa ia?
Tom itu siapa?	Tom heno sapa?
Luar biasa!	Luwah biyasa!
Kamu tidak apa-apa?	Niku mak api-api?
Masuklah.	Kughuk pai.
Ayo tonton.	Haya tuttun.
Sudah hentikan!	Beghadu pai!
Sudah hentikan.	Beghadu pai.
Jangan menendang.	Dang nendang.
Jangan berciuman.	Dang beundungan.
Jangan bergerak!	Dang begeghak!
Jangan bergerak.	Dang begeghak.
Jangan meludah.	Dang ngeletok.
Jangan berbicara!	Dang becawa!
Makan pelan-pelan.	Mengan alun-alun.
Ikuti dia.	Iluki ia.
Lupakan dirinya.	Lupako ia.
Maafkan aku.	Maapko nyak.
Maafkan saya.	Maapko nyak.
Ambil mangkuk.	Akuk mangkuk.
Dia adalah seorang DJ.	Ia iyulah seulun DJ.
Dia sedang sibuk.	Ia lagi sibuk.
Dia di sini!	Ia dija.
Dia pemalas.	Ia pemalas.
Dia sakit.	Ia maghing.
Dia sedang sakit.	Ia lagi maghing.
Dia pintar.	Ia pintogh.
Membosankan sekali!	Ngelejuko nihan!
Pintar!	Pintogh!
Aku laki-laki.	Nyak ghagah.
Saya pergi.	Nyak lapah.
Saya senang.	Nyak senang.
Aku bisa menyanyi.	Nyak bisa bepattun.
Saya bisa berjalan.	Nyak bisa lapah.
Saya tidak bisa pergi.	Nyak mak dapok lapah.
Aku tidak boleh pergi.	Nyak mak dikasi lapah.
Aku makan nasi.	Nyak mengan kan.
Aku benci Tom.	Nyak nyuwoh jama Tom.
Aku membencimu.	Nyak nyuwoh jama niku.
Aku baru makan.	Nyak ampai mengan.
Aku suka seni.	Nyak demon seni.
Saya suka seni.	Nyak demon seni.
Aku suka dia.	Nyak demon jama ia.
Aku cinta kamu.	Nyak citta niku.
Aku mencintaimu.	Nyak citta niku.
Aku merindukannya.	Nyak higham ia.
Aku rindu dia.	Nyak higham ia.
Saya merindukannya.	Nyak higham ia.
Aku merindukanmu.	Nyak higham niku.
Aku rindu kamu.	Nyak higham niku.
Saya berteriak.	Nyak ngekayung.
Aku berteriak.	Nyak ngekayung.
Aku seorang bintang.	Nyak seulun bintang.
Aku sebuah bintang.	Nyak sebuwah bintang.
Aku lagi makan.	Nyak lagi mengan.
Aku sedang sembunyi.	Nyak lagi bejamuk.
Aku lapar!	Nyak betoh!
Aku lapar.	Nyak betoh.
Saya lapar.	Nyak betoh.
Aku lapar.	Nyak betoh.
Aku bercanda.	Nyak bugurau.
Aku sangat capek.	Nyak lelah nihan.
Aku takut.	Nyak ghabai.
Aku ngantuk!	Nyak kedugok.
Aku ngantuk.	Nyak kedugok.
Aku mengantuk.	Nyak kedugok.
Apa Tom sakit?	Api Tom maghing?
Emang enak?	Sangun bangik?
Apakah ini cinta?	Api sinji cinta?
Apa itu benar?	Api heno benogh?
Apa benar begitu?	Api benogh goh ghena?
Itu akan terbakar	Heno bakal tesuwah
Sekarang malam.	Ganta bingi.
Sekarang jam tiga.	Ganta jam telu.
Itu aneh.	Heno aneh.
Ini aneh.	Heno nyele.
Itu salah.	Heno salah.
Lakukan saja.	Guwaiko gawoh.
Coba saya lihat.	Cuba nyak liyak.
Lihat saya.	Liyak nyak.
Beneran?	Api benogh?
Tidak masalah!	Mak masalah!
Tidak masalah.	Mak masalah.
Oh, benarkah?	Oh, api benogh?
Silakan duduk.	Mejong pai.
Dia tersenyum.	Ia tejemut.
Cium ini.	Ambaui sinji.
Mulai dari sini.	Mulai anjak dija.
Cepatlah!	Geluk pai!
Cepat!	Geluk!
Itu teh.	Heno teh.
Mereka setuju.	Tiyan setuju.
Tom setuju.	Tom setuju.
Tom muntah.	Tom mutah.
Tom menari.	Tom menaghi.
Tom melakukannya.	Tom ngeguwaikoni.
Tom gagal.	Tom gagal.
Tom lupa.	Tom lupa.
Tom menyenangkan	Tom nyenangko.
Tom mengangguk.	Tom ngangguk.
Tom tersenyum.	Tom tejemut.
Tom menunggu.	Tom nunggu.
Tom dalam keadaan baik.	Tom ghellom keadaan helau.
Tom menguap.	Tom mahuwap.
Tom tuli.	Tom tulok.
Tom cepat.	Tom gheluk.
Tom di rumah.	Tom di lamban.
Belok kanan.	Mengkol kanan.
Apakah dia Tom?	Api ia Tom?
Kami yakin.	Sikam yakin.
Di mana aku?	Dipa nyak?
Aku di mana?	Nyak dipa?
Tom itu siapa?	Tom heno sapa?
Dia siapa?	Ia sapa?
Siapa dia?	Sapa ia?
Kamu orang baru?	Niku jelma ampai?
Bersiaplah!	Besiap pai!
Kamu masih belum mengerti?	Niku pagun makkung ngereti?
Lakukan itu nanti.	Lakuko heno nanti.
Jangan berkedip!	Dang bukedip!
Jangan curang.	Dang curang.
Jangan menyontek.	Dang nyontek.
Jangan bertengkar!	Dang bubattah!
Jangan berkelahi!	Dang buselisih!
Jangan pergi!	Dang lapah!
Jangan merokok.	Dang ngerukuk.
Jangan khawatir	Dang kuwatir.
Ikuti mereka.	Tutuki tiyan.
Beri aku satu.	Keni nyak sai.
Beri saya sebuah.	Keni nyak sai.
Pergilah tidur.	Lapahlah pedom.
Duduklah.	Mejong pai.
Dia sendirian.	Ia pesai.
Dia gila.	Ia lawang.
Dia delapan tahun.	Ia walu tahun.
Dia pembohong.	Ia pebuhung.
Dia datang.	Ia ghatong.
Apa kabar?	Api kabagh?
Bagaimana kabar Anda?	Ghepa kabagh niku?
Saya juga pergi.	Nyak juga lapah.
Saya minta maaf.	Nyak ngilu mahap.
Saya tidak bisa terbang.	Nyak mak dapok terbang.
Aku tidak bisa terbang.	Nyak mak dapok terbang.
Aku tidak bisa melihat.	Nyak mak dapok ngenah.
Saya tidak bisa melihat.	Nyak mak dapok ngenah.
Aku merasa sedih.	Nyak ngerasa sedih.
Aku sedih.	Nyak sedih.
Aku merasa mati rasa.	Nyak ngerasa mati sedih.
Saya baik-baik saja.	Nyak helau-helau gawoh.
Aku merasa bodoh.	Nyak ngerasa budu.
Aku menemukanmu.	Nyak tehalu niku.
Aku lelah.	Nyak palai.
Aku benci salju.	Nyak nyuwoh salju.
Aku punya waktu.	Nyak ngedok waktu.
Aku suka biru.	Nyak demon biru.
Aku suka kucing.	Nyak demon kucing.
Aku suka matematika.	Nyak demon matematika.
Aku suka ini.	Nyak demon sinji.
Saya tinggal di sini.	Nyak tepik dija.
Saya cinta hidup.	Nyak demon hughik.
Aku perlu uang.	Nyak perlu duwit.
Saya perlu bantuan.	Nyak perlu bantuan.
Aku perlu bantuan.	Nyak perlu bantuan.
Aku menyerah.	Nyak nyerah.
Saya menyerah.	Nyak nyerah.
Aku berterima kasih.	Nyak buterima kasih.
Saya mempercayainya.	Nyak ngepercayaini.
Aku mau punyaku.	Nyak haga punya nyak.
Aku mau mainan.	Nyak haga mainan.
Aku dulu gelandangan.	Nyak saka gelandangan.
Aku pusing.	Nyak pusing.
Aku lelah.	Nyak palai.
Saya juga pergi.	Nyak munih lapah.
Saya seorang budak.	Nyak budak.
Aku perempuan.	Nyak bebai.
Aku malu.	Nyak liyom.
Aku bercanda.	Nyak bucanda.
Saya tidak malu.	Nyak mak liyom.
Aku sedang membaca.	Nyak lagi ngebaca.
Saya sedang membaca.	Nyak lagi ngebaca.
Aku serius.	Nyak serius.
Aku kelaparan.	Nyak kebetohan.
Aku haus.	Nyak haus.
Aku terlalu gemuk.	Nyak terlalu gemuk.
Kami sudah setuju.	Sikam ghadu setuju.
Aku sudah gagal.	Nyak ghadu gagal.
Aku telah gagal.	Nyak ghadu gagal.
Apa Tom sakit?	Api Tom maghing?
Apa Tom sehat?	Api Tom sihat?
Tidak mungkin!	Mawat halok!
Mungkin akan turun hujan.	Halok bakal tughun teghai.
Itu palsu.	Heno palsu.
Bercanda.	Bugughau.
Mari kita mulai.	Haya gham mulai.
Mari kita melakukannya!	Haya gham lakuko!
Mari kita lakukan!	Haya gham lakuko!
Mari kita lakukan.	Haya gham lakuko.
Mari kita melakukannya.	Haya gham lakuko.
Mari berpesta.	Haya bepista.
Mari kita mulai.	Haya gham mulai.
Lihatlah ke arah Tom.	Tinuk haguk arah Tom.
Kepalkan tangan Anda.	Kepalko tangan niku.
Terima kasih banyak.	Lamon terima kasih.
Makasih banyak.	Lamon terima kasih.
Tidak ada yang datang.	Makdok sai ghatong.
Oke, kamu menang.	Oke, niku menang.
Baiklah, kamu menang.	Oke, niku menang.
Oke, aku setuju.	Oke, nyak setuju.
Tolong berhenti!	Tulung beghadu!
Tolong berhenti.	Tulung beghadu.
Ucapkan selamat tinggal.	Cawako selamat tinggal.
Ia tersipu malu.	Ia liyom.
Dia pingsan.	Ia sengelop.
Dia gila.	Ia lawang.
Diam di situ!	Menong di san!
Tetaplah duduk.	Tetoplah mejong.
Duduklah.	Mejonglah.
Begitulah hidup.	Goh ghenalah hughik.
Itu tahu.	Heno tahu.
Itu benar.	Heno benogh.
Mereka setuju.	Tiyan setuju.
Mereka berciuman.	Tiyan sundungan.
Ini Tom.	Sinji Tom.
Ini besar.	Sinji balak.
Ini es.	Sinji es.
Ini aneh.	Sinji aneh.
Tom berkedip.	Tom bukedip.
Tom pingsan.	Tom sengelop.
Tom botak.	Tom sulah.
Tom itu keren.	Tom heno hibat.
Tom jahat.	Tom jahhat.
Tom lemah lembut.	Tom lemoh lembut.
Tom gila.	Tom lawang.
Tom kaya.	Tom lunggagh.
Tom adalah seorang yang kasar.	Tom iyulah seulun sai kasagh.
Tom seksi.	Tom seksi.
Tom mendengarkan.	Tom ngedengisko.
Tom terpeleset.	Tom tepeliset.
Tom mengajar.	Tom ngajar.
Tom tersandung.	Tom tetumbugh.
Tom muntah.	Tom mutah.
Tom gila.	Tom lawang.
Tom sekarat.	Tom sekaghat.
Tom itu suka berpangku tangan.	Tom heno demon bekepik pungu.
Tom salah.	Tom kelighu.
Nyalakan CNN.	Gas sai bayako CNN.
Kita bisa bertemu.	Gham dapok pehalui.
Kami membantu Tom.	Sikam nulung Tom.
Kami mengenalnya.	Sikam ngenali.
Kita akan bertarung.	Gham haga belaga.
Membosankan sekali!	Ngelejuko sekali!
Sayang sekali!	Sayang sekali!
Apa itu seni?	Api heno seni?
Itu apa?	Heno api?
Ini apa?	Sinji api?
Siapa yang menggambar itu?	Sapa sai ngegambagh heno?
Siapa yang mengatakan itu?	Sapa sai nyawako heno?
Itu punya siapa?	Heno jak sapa?
Anda bebas.	Puskam bibas.
Kalian selamat.	Kuti selamat.
Kamu kurus.	Niku ghayang.
Apa kau pincang?	Api niku kincut?
Kamu tidak apa-apa?	Niku mawat api-api?
Apakah kamu yakin?	Apikah niku yakin?
Apakah Anda yakin?	Apikah puskam yakin?
Apa kau yakin?	Api niku yakin?
Darah itu merah.	Ghah heno suluh.
Darah berwarna merah.	Ghah bewaghna suluh.
Hentikan itu!	Beghaduko  heno!
Apakah kamu setuju?	Apikah niku setuju?
Apakah Anda setuju?	Apikah puskam setuju?
Apakah kalian setuju?	Apikah kuti setuju?
Jangan tanya aku.	Dang lulih nyak.
Jangan pergi dulu.	Dang lapah pai.
Jangan mempermainkanku!	Dang ngegughauko nyak!
Semua orang makan.	Segala ulun mengan.
Temukan kucing itu.	Temuko kucing heno.
Selamat pagi.	Selamat pagi.
Sudahkah Tom pergi?	Ghadukah Tom lapah?
Dia mencintainya.	Ia ngedemonni.
Dia naif.	Ia naif.
Berani-beraninya!	Bani-banini!
Mengerikan sekali!	Ngeghiko sekali!
Aku malu.	Nyak liyom.
Aku ingin tahu.	Nyak haga pandai.
Aku penasaran.	Nyak mak puas.
Aku tidak bisa bergerak.	Nyak mak dapok begeghak.
Aku tidak bisa membaca.	Nyak mak dapok ngebaca.
Saya tidak bisa membaca.	Nyak mak dapok ngebaca.
Saya tidak bisa berbicara.	Nyak mak dapok cawa.
Aku tidak bisa berbicara.	Nyak mak dapok cawa.
Saya tidak peduli.	Nyak mak liweh peduli.
Aku tidak peduli.	Nyak mak liweh peduli.
Gue gak peduli.	Nyak mak liweh peduli.
Saya tidak tahu.	Nyak mak pandai.
Aku tidak tahu.	Nyak mak pandai.
Aku merasa capek.	Nyak ngeghasa penok.
Aku memeluk Tom.	Nyak ngedekok Tom.
Aku memeluk dia.	Nyak ngedekok ia.
Aku memeluknya.	Nyak ngedekokni.
Saya tinggal di sini.	Nyak tepik dija.
Aku harus belajar.	Nyak haghus belajagh.
Aku perlu wajan.	Nyak peghlu kuwali.
Aku perlu uang.	Nyak peghlu duwit.
Aku menciumnya.	Nyak nyundung ia.
Saya mengajar di sini.	Nyak ngajar dija.
Aku mengerti.	Nyak ngereti.
Saya mengerti.	Nyak paham.
Saya ingin pergi.	Nyak haga lapah.
Aku dibiarkan masuk.	Nyak ditaganko kughuk.
Aku 99% yakin.	Nyak 99% yakin.
Aku orang.	Nyak jelema.
Aku bingung.	Nyak bingung.
Saya bingung.	Nyak bingung.
Aku sangat lapar.	Nyak betoh temon.
Aku tidak bersalah.	Nyak mak besalah.
Aku tidak dungu.	Nyak mak pema.
Aku tidak berada di sini.	Nyak makdok dija.
Aku tidak yakin.	Nyak mak yakin.
Saya sedang hamil.	Nyak lagi metong.
Saya hamil.	Nyak metong.
Aku seneng banget.	Nyak demon temon.
Saya sangat menyesal.	Nyak nyesal temon.
Aku kelaparan.	Nyak kebetohan.
Saya lagi belajar.	Nyak lagi belajagh.
Saya yang terbaik.	Nyak sai betik.
Saya terlalu sibuk.	Nyak biga siwok.
Aku terlalu cepat.	Nyak biga geluk.
Aku terlalu kurus.	Nyak biga ghayang.
Aku kelelahan.	Nyak kepalaian.
Apa itu benar?	Api heno benogh?
Apakah ini cinta?	Apikah sinji geghing?
Apa ini benar?	Api sinji benogh?
Apakah ini benar?	Apikah sinji benogh?
Itu dulu milik Tom.	Heno saka jak Tom.
Itu bohong.	Heno tipu.
Tadi itu jelas.	Jenno heno jelas.
Ini kewajiban saya.	Sinji kewajiban nyak.
Ini kapalku.	Sinji kapalku.
Ini bukan lelucon.	Sinji ayin bebudugh.
Itu jelas.	Heno jelas.
Sedang turun hujan.	Sedang tughun teghai.
Itu sangat lambat.	Heno halun temon.
Itu aneh.	Heno aneh.
Ini aneh.	Sinji aneh.
Lompati itu!	Luppati heno!
Teruslah membaca.	Teghuslah ngebaca.
Sudah hentikan.	Ghadu beghaduko.
Mari kita mencobanya.	Haya gham nyubani.
Lihat ini.	Liyak sinji.
Kakiku sakit.	Kukutku sakik.
Tidak ada satupun yang peduli.	Makdok saipun sai liweh peduli.
Bukalah kotak itu.	Bukaklah kutak heno.
Buka kotak itu.	Bukak kutak heno.
Buka kotaknya.	Bukak kutakni.
Cepatlah!	Geluklah!
Bebaskan Tom.	Bibaskan Tom.
Dia memiliki anggur.	Ia ngedok anggugh.
Dia delapan tahun.	Ia walu tahun.
Dia salah.	Ia salah.
Perlihatkan itu padaku.	Liyakko heno pada nyak.
Tinggallah di rumah!	Tepiklah di lamban!
Hentikan mobilnya.	Beghaduko mubilni.
Mimpi indah!	Impi helau
Terima kasih banyak.	Teghima kasih nayah.
Makasih banyak.	Makasih nayah.
Itu bagus!	Heno helau!
Itu madu.	Heno madu.
Tepat sekali!	Tepat sekali!
Itu benar.	Heno benogh.
Itu aneh.	Heno aneh.
ini gampang	Sinji gampang.
Ini makanan.	Sinji kanikan.
Ini adalah makanan.	Sinji iyulah kanikan.
Ini adalah kehidupan!	Sinji iyulah kehughikan!
Hari ini panas.	Ghani sinji panas.
Tom memperbaiki itu.	Tom ngendandani heno.
Tom membetulkannya.	Tom ngebenoghkoni.
Tom punya beberapa.	Tom wat pupigha.
Tom membenciku.	Tom ngenyuwohku.
Tom memaksa.	Tom ngemaksa.
Tom gila.	Tom lawang.
Tom sekarat.	Tom sekaghat.
Tom telanjang.	Tom bittung.
Tom pendek.	Tom ghebah.
Tom pintar.	Tom pandai.
Tom tidak tenang.	Tom mak tenang.
Tom salah.	Tom salah.
Tom menyukainya.	Tom ngedemonni.
Tom menyukainya.	Tom ngedemonni.
Tom membutuhkannya.	Tom ngepeghlukoni.
Tom panik.	Tom gugop.
Tom melihat Mary.	Tom ngeliyak Mary.
Tom melihat mereka.	Tom ngeliyak tiyan.
Tom berbicara dengan gagap.	Tom cawa dengan gagap.
Tom muntah.	Tom mutah.
Tom botak.	Tom gundul.
Tom dalam keadaan baik.	Tom delom keadaan helau.
Tom dalam keadaan baik.	Tom delom keadaan helau.
Tom sedang tidur.	Tom lagi pedom.
Tom lapar.	Tom betoh.
Tom gila.	Tom lawang.
Tom itu ramah.	Tom heno ghamah.
Tom takut.	Tom ghabai.
Tom itu keras.	Tom heno keghas.
Tom bodoh.	Tom gunjogh.
Cobalah berenang!	Cuba pai langui!
Luar biasa!	Luar biyasa!
Lihat saja nanti!	Tinuk gawoh natti.
Kami mohon maaf.	Sikam kilu mahap.
Kita harus menunggu.	Gham musti nunggu.
Kami butuh hujan.	Sikam peghlu teghai.
Kami akan memperbaikinya.	Sikam haga ngehelaukoni.
Kami lapar.	Sikam betoh.
Kami sedang mencoba.	Sikam lagi nyuba.
Apa itu hujan?	Api heno teghai?
Ini apa?	Sinji api?
Apa ini?	Api sinji?
Apa itu UFO?	Api heno UFO?
Kamu duluan.	Niku mena.
Kamu menyakiti dia.	Niku nyakiki ia.
Kamu menyakitinya.	Niku nyakiki ia.
Kamu mabuk.	Niku mabuk.
Kamu bodoh.	Niku gonjogh.
Kamu muda.	Niku muda.
Tambahkan sedikit garam.	Tambahko cutik uyah.
Ada pertanyaan?	Wat pertanyaan?
Ada lagi?	Wat lagi?
Ada yang lain?	Wat sai layin?
Apa kamu senang?	Api niku senang?
Apa Anda bahagia?	Api niku bahagia?
Kamu siap?	Niku siyap?
Kalian siap?	Kuti siyap?
Kamu capek?	Niku palai.
Kembalilah sekarang.	Muloh pai ganta.
Masaklah nasinya!	Masak pai kanni.
Apakah kucing bermimpi?	Apikah kucing ngimpi?
Apa kamu paham?	Api niku paham?
Apa kamu melihatnya?	Api niku ngeliyakni?
Jangan menyerah.	Dang nyerah.
Jangan pergi.	Dang lapah.
Jangan mengejekku.	Dang ngejek nyak.
Makanlah sesuatu.	Mengan pai sesuatu.
Beri makan burungnya!	Juk mengan putikni!
Beri makan burungnya.	Juk mengan putikni.
Kemari.	Hagukja.
Semoga lekas sembuh.	Mudahan ghikas hedak.
Ambil perlengkapanmu.	Akuk pelengkapan niku.
Berikan padaku.	Jukkon jama nyak.
Tuhan memberkatimu!	Tuhan ngeberkati niku!
Dia tidak menghiraukanku.	Ia mak ngepenyinkon nyak.
Dia sedang berlari.	Ia lagi nyengkelang.
Dia menciumnya.	Ia nyundung ia.
Dia nampaknya sedang sakit.	Ia keliyakanni lagi maghing.
Dia terlihat sakit.	Ia keliyakan maghing.
Dia menjual mobil.	Ia ngejual mubil.
Dia menembak ke arahku.	Ia nembak haguk arah nyak.
Dia ramah.	Ia ghamah.
Dia anak laki-lakimu.	Ia sanak ghagahmu.
Dia anakmu.	Ia sanakmu.
Bantulah orang-orang miskin.	Tulunglah ulun-ulun miskin.
Hai, semuanya!	Hai, segalani!
Dia mimisan.	Ia titisan.
Pegang tali itu.	Cantik tali heno.
Apa kabar?	Api kabagh?
Bagaimana kabar Anda?	Gohpa kabagh puskam?
Saya seorang Muslim.	Nyak seulun Muslim.
Aku bisa melakukannya.	Nyak dapok ngelakukoni.
Aku bisa melihat Tom.	Nyak dapok liyak Tom.
Aku tidak bisa melakukannya.	Nyak mak dapok ngelakukoni.
Saya tidak bisa mengemudi.	Nyak mak dapok ngemudi.
Aku tidak bisa menyetir.	Nyak mak dapok nyetigh.
Aku tidak boleh merokok.	Nyak mak kasi ngudut.
Aku tidak bisa berdiri.	Nyak mak dapok megihu.
Aku tidak merokok.	Nyak mak ngudut.
Saya tidak merokok.	Nyak mak ngudut.
Aku merasa lapar.	Nyak ngeghasa betoh.
Aku tidak mendapat apa-apa.	Nyak mak ngedapat api-api.
Aku benci Boston.	Nyak nyuwoh Boston.
Aku punya tempat tinggal.	Nyak ngedok lamban.
Aku punya saudara kembar.	Nyak ngedok puwari kembar.
Aku sudah gagal.	Nyak ghadu gagal.
Aku telah gagal.	Nyak ghadu gagal.
Aku telah berdosa.	Nyak ghadu bedusa.
Aku harus makan.	Nyak haghus mengan.
Aku tidak bercanda.	Nyak mak begughau.
Aku suka apel.	Nyak demon apal.
Aku suka kopi.	Nyak demon kupi.
Aku suka buah anggur.	Nyak demon buwah anggugh.
Aku suka anggur.	Nyak demon anggugh.
Aku suka warna kuning.	Nyak demon waghna kuning.
Saya tinggal dekat sini.	Nyak tepik ghidik mit dija.
Aku harus menolak.	Nyak haghus ngenolak.
Saya harus melihatnya.	Nyak haghus ngeliyakni.
Aku butuh sebuah lampu.	Nyak peghlu sebuah lampu.
Aku bermain tenis.	Nyak bemayin tenis.
Aku bermain biola.	Nyak bemayin biyola.
Aku tidak melihat apa-apa.	Nyak mak liyak api-api.
Aku menyerah.	Nyak nyerah.
Saya menyerah.	Nyak nyerah.
Aku menipumu.	Nyak nipumu.
Saya menggunakan Twitter.	Nyak ngegunako Twitter.
Aku ingin mati.	Nyak haga mati.
Dulu saya seorang pemberontak.	Saka nyak seulun pempeghintak.
Saya masuk ke dalam.	Nyak kughuk mit lom.
Aku akan membunuhmu.	Nyak haga ngepatimu.
Aku juga sibuk.	Nyak siwok, munih.
